Student_ID,Age,Gender,Family_Income_Level,Location,Interest_Score,Motivation_Level,Self_Confidence,Stress_Level,Personality_Type,Decision_Making_Ability,Creativity_Index,Risk_Tolerance,GPA,Math_Score,Programming_Skill,Analytical_Skill,Communication_Skill,Internship_Count,Daily_Study_Time,Online_Course_Usage,Device_Usage_Time,Focus_Duration,Sleep_Hours,Activity_Level,Career_Preference
2328,21,Male,Low,Rural,1,4,7,8,Ambivert,1,4,6,6.54,77,59,65,57,3,1.14,24,11.54,111,7.45,3,Business Analyst
2329,22,Male,Low,Rural,1,5,5,4,Ambivert,5,9,3,8.83,50,86,45,75,0,2.86,83,7.65,30,8.9,4,Data Scientist
2330,22,Female,Medium,Rural,1,2,4,5,Ambivert,3,6,3,7.17,96,44,87,40,4,3.28,34,8.99,71,6.18,2,Data Scientist
2331,24,Male,Low,Rural,10,10,5,7,Introvert,2,9,10,7.77,56,81,86,49,4,3.37,72,9.25,76,5.06,6,Business Analyst
2332,22,Male,High,Urban,7,10,4,3,Introvert,3,4,8,9.05,65,65,65,56,4,1.89,93,4.93,105,4.12,6,Entrepreneur
2333,24,Female,High,Urban,9,2,8,6,Ambivert,10,10,3,7.78,81,88,41,99,2,8.63,38,10.06,119,8.27,7,Software Engineer
2334,20,Female,High,Rural,3,6,8,9,Ambivert,4,2,4,6.9,73,81,88,97,4,2.44,22,11.46,99,4.74,6,Data Scientist
2335,21,Female,High,Rural,8,2,1,4,Ambivert,2,9,6,8.2,63,46,87,74,2,8.47,10,5.7,79,4.22,8,Researcher
2336,19,Male,High,Rural,9,10,3,4,Ambivert,2,10,9,9.2,96,66,71,43,4,4.2,78,10.35,32,6.43,4,Software Engineer
2337,23,Male,Low,Urban,3,1,4,6,Extrovert,3,4,6,8.4,64,57,42,83,3,5.12,21,9.72,94,5.91,2,Researcher
2338,19,Other,Low,Urban,3,8,2,6,Ambivert,2,2,3,7.68,50,77,58,66,2,5.17,80,7.9,52,8.8,10,Business Analyst
2339,20,Other,High,Urban,1,10,5,3,Ambivert,6,7,6,6.5,77,70,75,99,0,7.42,46,5.68,32,6.31,7,Software Engineer
2340,23,Female,High,Urban,2,10,8,1,Extrovert,2,7,4,6.99,68,48,59,50,2,7.58,11,6.15,28,8.18,1,Government Job
2341,22,Other,Low,Rural,7,1,2,3,Extrovert,1,5,5,9.78,56,41,69,42,1,6.77,34,5.08,40,8.66,1,Government Job
2342,18,Male,Medium,Rural,3,10,9,8,Extrovert,8,5,5,9.09,67,93,76,67,2,7.96,33,6.26,84,4.92,5,Government Job
2343,20,Other,Low,Rural,7,6,7,8,Extrovert,10,8,3,6.35,96,99,84,50,4,1.07,0,11.9,25,5.73,5,Business Analyst
2344,20,Male,Low,Rural,5,1,6,6,Ambivert,4,6,5,6.02,62,83,59,42,4,5.54,31,5.63,16,8.62,5,Data Scientist
2345,21,Female,Low,Urban,10,8,8,7,Introvert,2,1,5,6.7,67,76,99,95,4,5.72,3,8.66,39,6.78,3,Business Analyst
2346,19,Female,Low,Rural,8,5,2,2,Introvert,4,4,7,9.78,53,86,73,75,0,3.15,23,5.2,81,5.61,6,Government Job
2347,20,Male,Low,Urban,5,3,5,9,Introvert,2,1,9,8.32,99,84,98,42,3,6.01,70,6.67,75,6.6,2,Data Scientist
2348,20,Other,Medium,Urban,3,5,4,3,Introvert,5,5,5,9.35,53,68,83,64,2,5.2,75,2.84,54,7.66,10,Data Scientist
2349,22,Female,High,Rural,9,1,8,2,Introvert,7,5,9,7.86,76,73,56,51,0,5.25,21,9.63,44,7.09,8,Entrepreneur
2350,22,Female,High,Urban,7,1,1,5,Introvert,6,4,5,9.31,65,54,81,51,1,2.07,34,8.61,23,8.67,8,Business Analyst
2351,23,Other,Medium,Urban,5,4,3,1,Extrovert,2,9,4,6.14,63,85,62,88,2,4.92,84,5.47,44,8.81,5,Software Engineer
2352,24,Other,High,Rural,7,9,10,5,Extrovert,4,8,6,7.71,63,48,80,95,4,7.9,28,7.25,35,7.56,6,Government Job
2353,24,Male,High,Urban,10,9,8,10,Introvert,8,10,8,7.51,56,55,48,92,0,4.69,16,10.72,100,7.32,2,Government Job
2354,18,Other,High,Urban,9,1,5,4,Ambivert,7,3,4,9.93,94,41,66,71,0,5.39,27,2.44,59,4.07,5,Software Engineer
2355,24,Other,Medium,Rural,5,3,4,6,Ambivert,7,5,5,7.2,63,40,56,79,2,9.71,46,11.3,26,7.92,8,Entrepreneur
2356,21,Other,Medium,Urban,7,4,6,5,Introvert,4,6,10,7.67,91,96,80,49,0,8.85,40,6.71,56,6.5,10,Business Analyst
2357,18,Male,High,Urban,9,2,5,9,Ambivert,1,5,1,9.04,94,48,85,87,0,9.36,16,10.6,67,8.37,7,Entrepreneur
2358,23,Male,High,Rural,1,7,3,5,Extrovert,7,8,10,9.52,55,96,56,58,0,1.7,3,10.61,44,8.67,9,Data Scientist
2359,22,Female,High,Urban,4,3,5,8,Extrovert,6,5,1,9.51,92,95,88,86,2,6.57,40,2.59,60,5.85,9,Business Analyst
2360,24,Male,Low,Rural,1,1,4,2,Ambivert,8,8,8,7.58,87,59,41,93,4,3.01,5,9.82,84,8.53,8,Software Engineer
2361,19,Female,Low,Urban,8,1,1,3,Introvert,5,10,7,9.79,76,85,97,82,0,4.64,78,9.33,105,7.3,2,Government Job
2362,22,Other,Low,Urban,3,3,1,3,Extrovert,8,10,5,8.61,60,96,98,46,0,7.12,43,2.43,112,6.14,4,Government Job
2363,21,Female,Medium,Rural,2,6,7,3,Ambivert,10,3,9,9.4,80,41,54,63,3,6.21,23,11.41,93,4.25,4,Government Job
2364,22,Female,High,Rural,4,4,4,6,Ambivert,8,5,1,9.71,98,40,50,78,1,5.55,53,8.35,74,7.71,8,Data Scientist
2365,21,Other,Medium,Urban,3,1,1,7,Extrovert,9,4,3,6.93,52,99,93,71,3,8.33,71,3.68,69,8.47,2,Entrepreneur
2366,21,Female,Medium,Rural,5,7,6,7,Extrovert,1,6,6,8.0,50,49,96,62,4,7.14,90,3.23,68,6.91,10,Entrepreneur
2367,21,Male,Medium,Urban,8,2,1,7,Introvert,3,3,1,8.35,65,62,76,89,3,8.39,30,7.62,44,6.01,9,Entrepreneur
2368,23,Male,High,Rural,10,5,8,3,Ambivert,6,10,6,9.21,93,93,80,58,2,9.39,8,2.59,93,6.26,2,Government Job
2369,21,Male,Low,Urban,8,8,9,1,Introvert,4,4,2,7.6,76,58,48,87,3,7.41,81,3.64,73,7.54,4,Business Analyst
2370,21,Male,High,Urban,7,7,3,6,Extrovert,8,4,10,6.84,95,57,53,93,2,4.56,52,11.48,50,4.99,3,Entrepreneur
2371,19,Female,High,Urban,8,8,7,3,Ambivert,10,5,5,8.97,99,63,47,42,3,2.92,1,9.45,72,5.02,10,Data Scientist
2372,18,Female,Medium,Urban,5,10,5,3,Extrovert,1,6,10,8.37,52,91,82,64,3,3.44,85,8.13,71,5.74,8,Government Job
2373,20,Other,Medium,Urban,10,6,3,3,Extrovert,5,2,2,9.59,57,61,51,64,1,4.57,19,4.09,107,4.15,1,Government Job
2374,18,Female,Medium,Rural,10,7,5,9,Extrovert,4,10,1,8.62,99,59,46,45,2,7.66,3,4.19,21,7.34,7,Business Analyst
2375,21,Female,Low,Rural,6,9,10,4,Introvert,1,8,4,6.07,65,50,42,72,4,1.36,43,6.46,93,6.24,7,Business Analyst
2376,19,Female,Low,Urban,8,6,7,5,Extrovert,10,4,2,9.87,96,48,65,72,0,8.33,61,9.54,66,8.47,9,Government Job
2377,22,Other,Low,Urban,1,9,7,3,Introvert,6,7,9,8.37,51,54,42,54,4,7.82,12,2.04,65,7.24,10,Data Scientist
2378,19,Male,High,Rural,6,2,9,10,Extrovert,10,7,3,8.38,78,99,85,59,3,5.49,19,2.44,107,7.52,8,Government Job
2379,21,Female,Medium,Rural,6,2,8,1,Extrovert,3,10,9,9.64,65,55,43,82,4,4.6,51,10.7,28,7.36,6,Software Engineer
2380,19,Other,High,Rural,5,2,4,4,Ambivert,5,2,4,8.66,78,52,96,81,3,2.01,5,10.14,88,6.09,6,Business Analyst
2381,24,Other,Low,Rural,4,6,5,1,Extrovert,6,7,10,7.92,80,92,99,71,3,3.61,14,8.95,38,8.66,6,Data Scientist
2382,19,Other,Medium,Rural,1,2,5,7,Ambivert,4,1,7,6.43,91,45,71,63,0,1.99,71,7.0,52,8.57,5,Business Analyst
2383,21,Male,Low,Urban,10,3,10,7,Ambivert,10,2,7,9.85,60,64,85,42,1,8.37,63,3.45,16,6.41,1,Software Engineer
2384,23,Female,Medium,Urban,8,8,2,4,Introvert,10,5,6,6.31,81,86,53,43,1,5.58,93,3.02,85,7.9,2,Software Engineer
2385,24,Other,Medium,Rural,6,8,7,5,Ambivert,6,8,8,6.68,73,54,42,83,0,3.22,35,11.05,49,8.93,6,Researcher
2386,19,Male,High,Rural,3,4,7,10,Ambivert,7,7,6,9.28,68,93,52,98,4,1.16,35,5.83,106,5.66,2,Business Analyst
2387,20,Other,High,Rural,3,9,9,7,Extrovert,2,3,9,7.96,81,57,47,45,2,5.72,2,8.96,54,7.12,5,Business Analyst
2388,20,Other,Low,Rural,6,8,9,6,Extrovert,7,10,5,6.71,59,82,95,98,0,7.77,90,6.56,64,6.85,10,Data Scientist
2389,19,Other,High,Rural,7,1,4,4,Introvert,7,9,3,7.14,98,72,77,96,3,7.9,93,9.31,40,6.7,1,Data Scientist
2390,23,Other,High,Rural,8,8,5,4,Ambivert,2,5,5,9.98,81,53,41,91,1,2.93,92,3.93,110,8.67,1,Researcher
2391,22,Other,High,Rural,5,1,7,2,Ambivert,3,3,4,8.34,72,96,77,58,1,9.96,79,6.85,29,4.63,6,Data Scientist
2392,21,Male,Medium,Rural,10,4,10,10,Introvert,3,7,3,7.61,82,73,91,97,4,6.12,39,5.77,100,6.58,1,Software Engineer
2393,20,Female,High,Rural,6,10,7,2,Extrovert,1,4,1,9.5,79,41,85,65,2,3.99,37,4.45,101,4.13,4,Entrepreneur
2394,22,Female,Low,Urban,1,6,10,4,Ambivert,1,1,8,7.92,79,59,70,87,0,4.54,83,7.98,24,5.54,2,Business Analyst
2395,19,Female,Medium,Rural,6,7,8,5,Introvert,10,5,4,7.23,56,97,78,64,3,2.12,44,7.37,103,7.38,9,Government Job
2396,22,Female,Medium,Rural,9,10,8,4,Extrovert,6,8,3,6.66,65,81,66,94,3,5.44,61,6.96,41,7.9,1,Researcher
2397,24,Male,High,Urban,10,4,2,3,Introvert,9,4,4,8.98,92,55,56,64,2,7.78,79,7.91,40,8.27,3,Government Job
2398,18,Male,Medium,Urban,4,8,9,2,Introvert,9,7,1,8.38,99,42,74,98,4,4.68,84,3.43,32,4.38,7,Business Analyst
2399,20,Male,Low,Urban,10,8,4,4,Ambivert,1,8,6,6.37,50,85,85,49,2,8.8,81,5.71,79,4.92,1,Researcher
2400,19,Other,Low,Rural,1,9,1,5,Extrovert,7,9,3,8.37,79,69,63,77,4,5.29,94,5.25,80,6.01,1,Entrepreneur
2401,21,Other,Medium,Rural,9,6,1,1,Ambivert,6,9,8,6.64,83,62,40,59,4,9.11,65,9.69,46,5.91,6,Researcher
2402,23,Other,High,Rural,4,4,5,1,Ambivert,4,5,10,9.93,83,78,68,44,0,7.33,23,2.36,115,5.27,6,Researcher
2403,24,Female,High,Rural,2,2,7,6,Extrovert,3,6,5,7.04,87,90,65,81,0,1.5,5,4.82,109,8.68,4,Government Job
2404,19,Other,Medium,Urban,1,7,5,5,Extrovert,9,7,9,8.78,80,90,83,83,3,1.6,80,11.18,90,6.67,10,Entrepreneur
2405,21,Female,Low,Rural,3,10,3,4,Extrovert,10,10,9,8.62,57,96,74,89,1,8.2,89,5.0,91,7.29,3,Data Scientist
2406,23,Other,Medium,Rural,7,3,7,1,Ambivert,5,2,2,8.77,69,62,90,74,4,4.21,1,3.52,73,7.75,10,Software Engineer
2407,23,Female,High,Urban,10,3,1,7,Extrovert,8,9,5,7.72,95,90,83,44,3,2.7,25,9.57,77,6.72,1,Researcher
2408,19,Other,High,Rural,2,3,1,4,Extrovert,4,1,7,6.3,78,42,63,74,1,8.79,43,2.48,107,8.17,8,Software Engineer
2409,24,Other,Medium,Rural,9,4,2,3,Extrovert,4,6,7,9.92,80,52,85,42,3,9.85,0,6.26,73,8.92,8,Researcher
2410,22,Male,Low,Rural,2,2,1,7,Introvert,6,6,10,6.77,70,90,72,80,4,8.28,1,10.55,17,5.96,7,Entrepreneur
2411,22,Other,Medium,Rural,5,5,9,2,Extrovert,6,7,3,9.08,75,96,65,71,1,7.53,96,11.54,82,7.22,4,Software Engineer
2412,23,Other,Low,Urban,8,3,4,10,Ambivert,3,2,7,6.55,80,85,76,75,2,1.01,10,4.49,30,5.58,2,Government Job
2413,22,Male,Low,Urban,10,10,7,1,Introvert,2,6,7,7.12,69,79,78,69,0,1.95,29,4.96,77,4.35,7,Business Analyst
2414,18,Female,Medium,Urban,8,5,5,4,Ambivert,9,6,4,8.24,71,68,91,91,0,7.04,33,7.67,24,4.14,8,Software Engineer
2415,23,Male,Medium,Urban,3,7,7,8,Introvert,2,9,7,7.65,89,62,97,88,1,4.69,60,4.27,28,5.16,5,Entrepreneur
2416,23,Male,Low,Rural,2,9,7,6,Extrovert,9,8,8,9.83,75,79,90,99,1,1.18,90,3.51,65,4.81,9,Data Scientist
2417,21,Female,Low,Rural,9,2,1,9,Introvert,8,5,3,9.39,66,56,65,78,4,7.67,33,6.26,115,7.61,10,Government Job
2418,22,Other,Low,Rural,3,9,1,1,Ambivert,10,7,2,9.69,74,96,77,68,1,4.77,70,2.72,97,6.32,8,Data Scientist
2419,24,Female,Low,Urban,8,10,3,1,Introvert,7,7,9,8.56,86,60,92,65,0,6.93,1,10.94,57,6.7,4,Software Engineer
2420,23,Other,High,Urban,2,6,10,5,Extrovert,5,5,7,6.88,76,68,89,84,4,5.22,63,5.34,108,4.41,10,Entrepreneur
2421,24,Other,Medium,Urban,3,6,2,6,Extrovert,3,7,1,8.07,52,76,77,64,3,1.24,93,5.36,117,4.1,9,Government Job
2422,18,Female,Low,Rural,1,3,7,8,Ambivert,2,3,10,9.06,73,44,50,99,0,6.72,2,9.91,82,6.18,1,Data Scientist
2423,21,Male,Medium,Rural,6,10,3,3,Introvert,8,7,10,6.26,74,96,68,95,2,8.09,65,5.42,76,5.28,9,Data Scientist
2424,19,Female,Low,Urban,7,9,7,6,Ambivert,2,6,9,9.45,99,60,68,51,4,2.4,29,9.61,114,7.11,1,Data Scientist
2425,24,Other,Medium,Urban,4,4,9,3,Ambivert,8,6,5,8.53,59,41,42,57,2,9.02,92,3.81,76,6.56,5,Software Engineer
2426,23,Female,Medium,Rural,1,5,1,8,Ambivert,5,2,2,8.89,85,93,48,93,1,2.63,34,7.29,46,8.14,5,Data Scientist
2427,18,Female,Low,Rural,3,3,3,4,Extrovert,9,2,7,8.78,91,62,74,97,3,4.81,21,9.69,105,8.19,8,Entrepreneur
2428,20,Other,Low,Rural,9,5,6,2,Introvert,4,7,9,9.39,67,50,96,65,1,5.74,81,6.5,37,6.69,5,Government Job
2429,18,Male,Medium,Urban,5,8,9,9,Extrovert,8,1,3,6.35,94,54,45,54,0,3.82,61,2.72,97,8.53,8,Entrepreneur
2430,18,Female,Medium,Urban,6,8,5,10,Extrovert,7,9,4,7.51,66,62,95,44,3,5.5,53,9.37,48,8.66,1,Government Job
2431,21,Other,Medium,Urban,4,8,3,8,Extrovert,8,3,9,8.01,63,46,48,95,0,7.47,97,6.94,89,5.22,10,Business Analyst
2432,19,Other,High,Urban,1,6,8,6,Introvert,5,6,2,8.19,68,82,47,72,3,7.43,59,5.16,33,8.89,3,Data Scientist
2433,20,Female,Low,Rural,5,1,5,3,Extrovert,2,3,4,9.77,67,73,66,80,2,9.3,37,11.93,37,8.93,7,Business Analyst
2434,22,Male,High,Rural,5,10,6,2,Extrovert,7,9,5,6.17,72,77,73,48,0,8.76,29,10.76,58,4.32,6,Business Analyst
2435,22,Female,High,Rural,5,6,2,4,Extrovert,3,10,4,9.47,57,80,90,71,0,9.87,1,2.38,65,4.01,5,Data Scientist
2436,24,Male,Low,Urban,6,10,4,4,Introvert,10,7,7,8.21,99,88,63,52,1,6.36,19,7.94,54,4.29,7,Business Analyst
2437,18,Male,Low,Rural,2,7,1,1,Introvert,10,1,6,8.22,65,90,87,82,4,4.6,43,5.55,70,5.75,5,Data Scientist
2438,21,Male,High,Rural,1,9,4,9,Ambivert,10,4,9,7.28,74,83,44,67,0,3.16,79,2.37,86,8.04,7,Researcher
2439,21,Male,Low,Rural,2,8,1,10,Extrovert,10,5,4,8.57,92,45,49,62,3,3.2,67,2.11,23,6.52,10,Entrepreneur
2440,22,Female,Medium,Rural,10,8,4,8,Extrovert,2,7,9,8.59,81,55,59,63,1,2.36,76,7.84,28,5.48,3,Researcher
2441,24,Other,Medium,Rural,6,7,2,7,Introvert,3,7,1,6.76,98,94,61,80,4,7.54,77,5.2,72,4.28,6,Government Job
2442,24,Other,High,Urban,5,2,6,6,Introvert,4,5,6,8.71,99,41,51,70,0,6.89,8,9.03,77,5.98,2,Software Engineer
2443,24,Other,High,Rural,5,1,6,3,Extrovert,10,1,7,7.07,68,71,83,44,2,3.63,13,6.54,118,4.18,1,Software Engineer
2444,20,Other,Low,Rural,6,2,8,4,Ambivert,7,5,9,8.76,67,97,68,85,1,9.03,10,9.66,113,4.86,2,Business Analyst
2445,19,Other,Low,Urban,10,6,9,2,Ambivert,10,5,1,8.45,81,95,70,98,2,5.97,9,10.13,48,8.39,4,Researcher
2446,20,Other,High,Urban,7,2,8,7,Extrovert,1,4,1,8.86,95,82,45,87,3,1.62,93,8.57,79,7.81,10,Researcher
2447,23,Female,High,Rural,9,10,1,2,Ambivert,6,6,2,6.08,98,86,85,41,1,1.55,70,6.18,46,8.98,6,Data Scientist
2448,23,Male,Medium,Rural,7,4,3,10,Ambivert,6,8,6,6.5,89,77,46,86,1,2.29,56,11.88,22,8.47,5,Business Analyst
2449,19,Other,Medium,Rural,2,10,6,1,Extrovert,8,10,3,9.36,64,67,92,69,1,2.9,5,5.07,37,8.28,8,Entrepreneur
2450,22,Female,Low,Rural,6,3,1,6,Ambivert,2,5,6,7.52,98,96,72,88,4,8.99,16,7.15,46,4.87,2,Researcher
2451,19,Other,Medium,Urban,9,6,8,4,Introvert,2,8,2,9.35,70,80,85,44,4,8.01,12,7.2,52,7.24,3,Researcher
2452,21,Other,Low,Rural,7,8,6,8,Extrovert,1,5,10,6.25,60,48,54,95,0,2.82,58,6.28,113,7.0,2,Data Scientist
2453,23,Male,Low,Urban,2,6,1,1,Introvert,3,3,6,9.08,78,64,52,49,2,3.24,46,3.21,36,8.59,10,Data Scientist
2454,18,Male,Low,Rural,3,2,10,9,Extrovert,7,8,7,6.34,81,89,63,86,0,6.73,3,5.54,115,7.91,2,Entrepreneur
2455,18,Male,Medium,Rural,8,5,2,6,Introvert,8,4,6,7.87,55,65,69,91,2,8.84,25,4.15,41,7.87,4,Business Analyst
2456,22,Other,High,Rural,9,6,6,2,Ambivert,7,3,2,9.75,68,84,72,75,0,3.85,31,11.0,99,5.62,2,Data Scientist
2457,21,Other,High,Urban,4,9,10,8,Introvert,9,3,5,6.31,65,65,59,75,1,5.73,55,8.55,75,4.62,2,Software Engineer
2458,20,Other,Medium,Rural,9,6,8,5,Introvert,8,6,10,7.4,61,94,58,95,1,9.01,66,4.88,66,5.85,3,Researcher
2459,21,Male,High,Rural,2,10,5,5,Introvert,8,8,6,8.07,64,44,58,46,2,7.94,10,7.66,43,5.04,1,Software Engineer
2460,18,Female,Low,Urban,5,5,1,5,Introvert,2,10,8,9.6,60,96,77,68,1,9.02,83,10.53,27,7.64,5,Software Engineer
2461,18,Other,High,Rural,2,1,10,7,Introvert,1,5,9,7.33,88,56,63,71,0,3.5,57,11.34,115,6.3,4,Researcher
2462,23,Other,Medium,Urban,1,10,2,7,Extrovert,6,1,5,9.23,59,65,44,66,4,7.22,51,2.75,51,5.16,1,Researcher
2463,21,Other,High,Rural,5,5,4,10,Introvert,7,1,7,8.87,86,94,61,40,3,2.03,28,9.87,56,7.29,6,Data Scientist
2464,21,Female,Low,Urban,2,5,4,7,Introvert,6,3,4,7.23,98,65,99,97,0,6.55,1,11.66,59,4.35,7,Business Analyst
2465,18,Other,Low,Urban,7,6,7,10,Extrovert,7,6,10,7.36,73,92,61,93,2,3.74,67,6.67,56,8.59,4,Researcher
2466,20,Female,Medium,Urban,8,7,2,2,Extrovert,8,2,5,6.76,85,82,67,59,1,7.31,95,11.96,118,6.89,3,Business Analyst
2467,22,Other,Medium,Rural,2,4,7,8,Ambivert,2,1,1,8.77,50,48,56,73,3,2.28,48,11.57,48,6.3,9,Researcher
2468,24,Female,Medium,Urban,7,7,7,1,Introvert,1,7,3,8.25,95,62,70,90,3,6.99,20,8.57,48,5.25,3,Government Job
2469,22,Other,Low,Urban,4,5,7,2,Introvert,10,2,2,6.62,66,91,86,75,1,7.38,16,10.48,88,6.74,5,Software Engineer
2470,21,Male,High,Rural,1,6,3,7,Ambivert,8,8,6,8.48,63,98,46,65,0,8.71,76,4.97,93,5.44,5,Software Engineer
2471,22,Male,High,Urban,3,4,6,4,Introvert,8,2,9,7.99,87,63,56,62,1,7.18,95,11.17,41,5.97,7,Entrepreneur
2472,18,Male,Medium,Rural,1,8,6,10,Ambivert,8,1,10,6.37,74,80,51,72,4,5.71,2,7.92,94,8.44,1,Data Scientist
2473,18,Male,High,Rural,5,9,4,10,Extrovert,10,10,3,9.81,86,48,46,40,2,8.06,41,7.1,56,4.97,3,Data Scientist
2474,21,Other,High,Urban,8,2,1,9,Introvert,7,2,2,9.34,84,49,68,42,1,3.56,47,10.36,40,5.74,3,Researcher
2475,21,Male,Medium,Urban,1,4,9,9,Introvert,2,2,2,6.28,71,91,84,89,0,7.1,94,10.89,66,7.28,10,Researcher
2476,24,Female,Medium,Rural,9,8,2,3,Extrovert,4,7,6,9.73,96,45,47,74,4,7.52,30,9.01,41,7.62,10,Data Scientist
2477,24,Male,Low,Urban,3,8,9,3,Introvert,9,1,10,9.67,56,43,43,74,4,4.53,0,2.25,65,4.57,8,Entrepreneur
2478,23,Male,Low,Urban,5,9,8,9,Extrovert,8,3,6,6.17,60,40,79,98,0,9.9,91,7.97,82,8.68,3,Researcher
2479,21,Male,Low,Urban,9,3,1,10,Extrovert,4,5,5,6.81,59,45,93,52,2,4.2,86,10.22,75,4.14,7,Business Analyst
2480,20,Other,Low,Urban,5,1,7,8,Ambivert,8,7,9,8.81,63,95,55,72,3,1.76,68,7.45,48,4.33,9,Researcher
2481,22,Male,High,Rural,9,9,10,1,Extrovert,10,6,7,9.74,84,77,55,52,4,3.73,0,11.35,119,7.81,8,Business Analyst
2482,21,Female,High,Rural,10,1,3,6,Ambivert,6,8,7,9.29,95,68,61,61,0,1.89,79,10.97,89,7.86,6,Business Analyst
2483,19,Male,Low,Urban,8,3,10,7,Extrovert,9,1,1,7.13,98,83,50,95,4,4.05,74,7.3,17,7.33,5,Software Engineer
2484,23,Male,Low,Rural,7,3,10,8,Ambivert,1,7,10,6.13,85,42,98,44,3,2.15,35,6.04,117,6.61,7,Government Job
2485,19,Male,Medium,Urban,1,9,9,2,Ambivert,6,9,10,7.89,55,84,80,56,0,4.96,79,2.55,39,5.44,9,Government Job
2486,18,Female,High,Urban,4,1,5,1,Ambivert,4,7,2,6.37,54,63,93,82,4,8.0,58,8.33,39,8.2,6,Government Job
2487,24,Male,High,Urban,9,7,3,4,Ambivert,3,6,3,6.98,91,81,99,49,0,1.61,60,4.66,116,7.49,2,Software Engineer
2488,22,Female,Low,Urban,10,2,8,1,Introvert,5,9,5,8.56,56,48,50,98,0,6.07,75,8.68,79,8.84,8,Entrepreneur
2489,21,Female,High,Rural,8,7,3,2,Extrovert,10,4,4,7.98,64,56,44,94,3,1.39,93,9.99,90,6.27,4,Government Job
2490,19,Male,Medium,Urban,4,1,7,3,Extrovert,8,10,8,7.51,70,82,81,66,0,8.96,3,6.09,96,6.35,6,Software Engineer
2491,22,Female,Medium,Rural,1,10,7,4,Extrovert,10,6,4,9.72,67,98,97,54,2,9.29,48,2.16,119,7.96,2,Business Analyst
2492,18,Other,High,Urban,10,10,7,6,Extrovert,6,6,6,6.77,50,77,77,84,4,5.43,40,10.65,51,8.97,6,Entrepreneur
2493,24,Male,Low,Rural,4,8,1,8,Ambivert,1,10,9,7.95,53,81,87,81,1,7.92,59,7.49,27,8.48,2,Software Engineer
2494,20,Male,High,Rural,3,10,5,9,Introvert,6,3,2,8.29,60,95,51,48,2,6.34,71,5.15,96,5.49,1,Software Engineer
2495,23,Female,Medium,Rural,6,10,1,4,Extrovert,7,7,8,7.29,59,89,79,99,2,4.07,71,8.34,29,8.77,5,Government Job
2496,22,Female,Low,Rural,5,2,7,1,Extrovert,6,1,5,8.82,94,53,64,46,0,3.21,20,8.74,20,4.99,4,Business Analyst
2497,22,Male,High,Urban,5,3,8,5,Extrovert,3,8,10,9.47,68,75,97,96,2,7.83,39,3.47,53,6.11,4,Researcher
2498,20,Other,Low,Rural,2,8,7,5,Ambivert,9,8,6,8.17,91,84,84,49,2,4.87,71,8.46,27,8.43,1,Government Job
2499,22,Female,Low,Urban,3,3,1,9,Extrovert,10,8,3,9.13,79,72,52,80,2,9.28,92,4.87,90,5.57,9,Entrepreneur
2500,18,Female,Medium,Rural,6,1,3,6,Extrovert,10,9,8,6.24,99,59,87,52,0,9.78,78,10.04,88,5.76,8,Software Engineer
2501,18,Other,Low,Rural,2,9,10,5,Introvert,4,4,2,6.62,90,73,65,55,2,2.89,77,11.42,40,8.97,1,Business Analyst
2502,20,Other,High,Rural,4,8,3,10,Ambivert,5,6,1,7.85,90,42,50,73,1,6.05,73,3.03,41,6.26,5,Software Engineer
2503,23,Male,Low,Urban,2,4,7,10,Introvert,5,7,1,9.68,69,59,95,47,2,5.83,90,11.17,36,8.74,9,Researcher
2504,21,Other,Low,Rural,9,8,4,5,Extrovert,3,2,8,8.13,76,42,79,99,0,8.81,39,11.03,111,5.37,1,Data Scientist
2505,19,Male,High,Urban,3,5,3,8,Ambivert,2,6,2,7.73,61,45,62,70,0,7.22,26,5.43,94,6.5,10,Entrepreneur
2506,21,Other,Medium,Urban,10,3,6,1,Extrovert,8,8,5,8.4,63,68,52,94,3,6.47,41,2.29,79,5.91,10,Entrepreneur
2507,22,Female,Medium,Urban,10,1,10,5,Extrovert,7,4,2,6.5,83,78,72,67,3,7.11,98,8.63,57,6.82,3,Business Analyst
2508,19,Male,High,Rural,6,10,6,1,Ambivert,5,5,4,8.61,91,82,91,46,1,4.51,35,5.45,119,8.49,4,Government Job
2509,20,Male,High,Rural,1,5,10,7,Introvert,1,8,9,6.38,99,70,91,73,4,9.64,10,3.92,57,8.95,2,Business Analyst
2510,20,Male,Medium,Rural,10,6,5,7,Ambivert,10,3,2,8.31,87,78,67,72,3,1.52,76,3.09,79,6.51,9,Software Engineer
2511,23,Other,Low,Rural,3,4,6,10,Ambivert,1,6,4,8.86,51,88,90,43,2,1.26,34,3.96,25,4.88,1,Entrepreneur
2512,19,Female,High,Rural,8,7,3,8,Introvert,8,1,10,7.65,98,60,43,94,0,4.74,84,4.37,119,4.25,4,Government Job
2513,18,Male,Low,Rural,5,3,10,7,Ambivert,4,4,5,9.64,81,90,67,77,3,2.39,36,9.96,100,4.8,10,Software Engineer
2514,19,Male,High,Rural,8,7,5,9,Introvert,4,6,10,6.61,67,83,73,65,0,5.9,11,9.84,107,7.73,3,Data Scientist
2515,22,Male,Medium,Urban,2,1,9,8,Introvert,9,3,10,6.68,99,40,90,41,2,1.08,49,6.94,48,6.97,10,Government Job
